ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0033089	positive regulation of T cell differentiation in thymus	2/225	11/18493	0.00754003596549428	0.0416354177218131	0.0316526567475772	IL7R/TESPA1	2
BP	GO:0043301	negative regulation of leukocyte degranulation	2/225	11/18493	0.00754003596549428	0.0416354177218131	0.0316526567475772	CCR2/CD84	2
BP	GO:0045217	cell-cell junction maintenance	2/225	11/18493	0.00754003596549428	0.0416354177218131	0.0316526567475772	CSF1R/PRTN3	2
BP	GO:0051024	positive regulation of immunoglobulin secretion	2/225	11/18493	0.00754003596549428	0.0416354177218131	0.0316526567475772	IL6/IL33	2
BP	GO:2000318	positive regulation of T-helper 17 type immune response	2/225	11/18493	0.00754003596549428	0.0416354177218131	0.0316526567475772	NLRP3/IL12B	2
BP	GO:0032651	regulation of interleukin-1 beta production	4/225	64/18493	0.00766730729843737	0.0421701901414055	0.0320592088794311	TLR8/TLR4/NLRP3/CCL19	4
BP	GO:0050710	negative regulation of cytokine secretion	4/225	64/18493	0.00766730729843737	0.0421701901414055	0.0320592088794311	TLR8/NLRP3/CD200R1/BANK1	4
BP	GO:0051051	negative regulation of transport	13/225	495/18493	0.00779363579202676	0.0427801156742538	0.0325228949570351	CCR2/TRAT1/TLR8/CD84/NLRP3/MMP9/CD200R1/BANK1/PRKCB/IL33/P2RY12/LEP/PRTN3	13
BP	GO:1904659	glucose transmembrane transport	5/225	101/18493	0.00785461235740296	0.043029615523164	0.0327125732047446	NR4A3/TRARG1/PRKCB/LEP/SLC1A2	5
BP	GO:0002701	negative regulation of production of molecular mediator of immune response	3/225	34/18493	0.00805468978364792	0.0439519686619528	0.0334137773453443	FCRL3/CD96/IL33	3
BP	GO:0010922	positive regulation of phosphatase activity	3/225	34/18493	0.00805468978364792	0.0439519686619528	0.0334137773453443	FCRL3/PTPRC/PLEK	3
BP	GO:0032418	lysosome localization	4/225	65/18493	0.00809376112328086	0.0440784004592034	0.0335098950859441	PIK3CG/CD84/NR4A3/CPLX2	4
BP	GO:0015909	long-chain fatty acid transport	4/225	66/18493	0.00853548804591626	0.0463928879672154	0.0352694469926199	FABP4/ABCD2/PLA2G2D/SLC27A2	4
BP	GO:0045622	regulation of T-helper cell differentiation	3/225	35/18493	0.00873191918769191	0.0472751562271133	0.0359401772486826	NLRP3/CCL19/IL12B	3
BP	GO:0090218	positive regulation of lipid kinase activity	3/225	35/18493	0.00873191918769191	0.0472751562271133	0.0359401772486826	CCL21/CCL19/P2RY12	3
BP	GO:0033004	negative regulation of mast cell activation	2/225	12/18493	0.00897593897022673	0.0483096185638261	0.0367266106040783	CNR2/CD84	2
BP	GO:0045579	positive regulation of B cell differentiation	2/225	12/18493	0.00897593897022673	0.0483096185638261	0.0367266106040783	CD27/NCKAP1L	2
BP	GO:0045779	negative regulation of bone resorption	2/225	12/18493	0.00897593897022673	0.0483096185638261	0.0367266106040783	CLDN18/IL6	2
BP	GO:0061515	myeloid cell development	4/225	67/18493	0.00899269955950009	0.0483096185638261	0.0367266106040783	CLDN18/FLI1/EVI2B/NCKAP1L	4
BP	GO:0070371	ERK1 and ERK2 cascade	10/225	341/18493	0.00914972889496113	0.0490581208836214	0.0372956474553847	CCL21/CCL11/PTPRC/TLR4/CSF1R/ROS1/CCL19/CCL23/FGG/SLAMF1	10
BP	GO:0007259	JAK-STAT cascade	6/225	147/18493	0.00927388918040687	0.049627839397853	0.0377287667936894	CCR2/IL6/PTPRC/CSF1R/IL12B/LEP	6
CC	GO:0009897	external side of plasma membrane	37/238	359/19659	9.0675456685008e-24	2.36662941947871e-21	2.11894225095492e-21	IL7R/MS4A1/CCR2/CD2/VCAM1/CD5/CD27/CCR4/CD163/TLR8/XCR1/PTPRC/CD28/PDCD1LG2/CCR5/TLR4/FCN1/CD79A/CD200R1/CD3G/TNFRSF9/CD209/CXCR3/FOLR2/FCRL6/CD8A/CD226/SELP/IL12B/P2RY12/CA4/CD69/CD3E/DMBT1/FGG/FCER2/CD40LG	37
CC	GO:0042101	T cell receptor complex	5/238	17/19659	1.37029101315244e-06	0.000150255508341207	0.000134530037716265	TRAT1/CD3G/CD8A/CD3E/APBB1IP	5
CC	GO:0043235	receptor complex	18/238	396/19659	1.72707480851962e-06	0.000150255508341207	0.000134530037716265	ITGAD/TRAT1/IL6/TLR4/CD79A/CD200R1/CSF1R/CD3G/ROS1/CR2/TLR7/CD8A/IL12B/FCRL5/CD3E/CSF2RB/APBB1IP/PEX5L	18
CC	GO:0101002	ficolin-1-rich granule	10/238	185/19659	8.91334025933596e-05	0.00581595451921671	0.00520726720413838	CLEC4C/FGL2/CLEC4D/MNDA/MMP9/FCN1/NCKAP1L/KRT1/CR1/FPR1	10
CC	GO:0044305	calyx of Held	4/238	23/19659	0.000154765061733721	0.00777848294222195	0.00696440094040441	KCNA3/PRKCB/KCNC1/CPLX2	4
CC	GO:0070820	tertiary granule	9/238	164/19659	0.000178815699821194	0.00777848294222195	0.00696440094040441	CLEC4C/CLEC4D/CHIT1/CYBB/MMP9/NCKAP1L/LYZ/CR1/FPR1	9
CC	GO:0098802	plasma membrane receptor complex	9/238	184/19659	0.000419264946288232	0.0156325929973184	0.0139965139963891	ITGAD/TRAT1/IL6/CD79A/CD3G/CD8A/CD3E/CSF2RB/APBB1IP	9
CC	GO:0101003	ficolin-1-rich granule membrane	5/238	61/19659	0.000854311202403028	0.0278719029783988	0.0249548798596674	CLEC4C/CLEC4D/NCKAP1L/CR1/FPR1	5
CC	GO:0030667	secretory granule membrane	11/238	295/19659	0.000981477875476427	0.0284628583888164	0.025483986942195	CLEC4C/CLEC4D/PTPRC/CYBB/NCKAP1L/SELP/CA4/CR1/DMBT1/FPR1/SLC27A2	11
MF	GO:0004896	cytokine receptor activity	11/216	92/17632	1.63019981068739e-08	6.87944320110079e-06	6.17759928260485e-06	IL7R/CCR2/CCR4/XCR1/CCR5/IL9R/CXCR3/IL10RA/IL12B/IL21R/CSF2RB	11
MF	GO:0019957	C-C chemokine binding	6/216	24/17632	3.52995385573883e-07	7.44820263560893e-05	6.68833362139989e-05	CCR2/CCR4/XCR1/CCR5/CXCR3/ACKR1	6
MF	GO:0019956	chemokine binding	6/216	32/17632	2.18990425100252e-06	0.000211943575876311	0.000190320996047573	CCR2/CCR4/XCR1/CCR5/CXCR3/ACKR1	6
MF	GO:0001618	virus receptor activity	8/216	74/17632	3.3548561448675e-06	0.000211943575876311	0.000190320996047573	CLEC4G/GPR15/CCR5/CD209/CR2/SELPLG/CR1/SLAMF1	8
MF	GO:0104005	hijacked molecular function	8/216	74/17632	3.3548561448675e-06	0.000211943575876311	0.000190320996047573	CLEC4G/GPR15/CCR5/CD209/CR2/SELPLG/CR1/SLAMF1	8
MF	GO:0008329	signaling pattern recognition receptor activity	5/216	20/17632	3.51565173254544e-06	0.000211943575876311	0.000190320996047573	TLR8/TLR4/FCN1/TLR7/DMBT1	5
MF	GO:0038187	pattern recognition receptor activity	5/216	20/17632	3.51565173254544e-06	0.000211943575876311	0.000190320996047573	TLR8/TLR4/FCN1/TLR7/DMBT1	5
MF	GO:0016493	C-C chemokine receptor activity	5/216	23/17632	7.40497740653578e-06	0.000390612558194763	0.000350762087678011	CCR2/CCR4/XCR1/CCR5/CXCR3	5
MF	GO:0015026	coreceptor activity	6/216	42/17632	1.14464841577812e-05	0.000536712923842632	0.000481957227696053	GPR15/CD28/CCR5/CD8A/LILRA4/FCRL1	6
MF	GO:0001637	G-protein coupled chemoattractant receptor activity	5/216	26/17632	1.40489801740128e-05	0.000538969966675764	0.0004839840059947	CCR2/CCR4/XCR1/CCR5/CXCR3	5
MF	GO:0004950	chemokine receptor activity	5/216	26/17632	1.40489801740128e-05	0.000538969966675764	0.0004839840059947	CCR2/CCR4/XCR1/CCR5/CXCR3	5
MF	GO:0019955	cytokine binding	9/216	125/17632	2.35454770924857e-05	0.000828015944419079	0.000743541381867969	CCR2/CCR4/XCR1/CCR5/CSF1R/CXCR3/IL10RA/ACKR1/IL12B	9
MF	GO:0030246	carbohydrate binding	13/216	269/17632	2.87219493782617e-05	0.000932358664432804	0.000837239010216536	KLRB1/CLEC4G/CLEC4C/CLEC4D/FCN1/CD209/CLEC9A/KRT1/CLEC10A/SELP/CD69/CLEC17A/FCER2	13
MF	GO:0048020	CCR chemokine receptor binding	5/216	43/17632	0.000173586426630376	0.00523239085985846	0.0046985799689425	CCR2/CCL21/CCL11/CCL19/CCL23	5
MF	GO:0005324	long-chain fatty acid transporter activity	3/216	12/17632	0.000367619228414964	0.00971324268942352	0.00872229326064472	FABP4/ABCD2/SLC27A2	3
MF	GO:0005125	cytokine activity	10/216	219/17632	0.000380322813486319	0.00971324268942352	0.00872229326064472	IL16/CCL21/IL6/CCL11/TNFSF8/IL33/CCL19/IL12B/CCL23/CD40LG	10
MF	GO:0005044	scavenger receptor activity	5/216	51/17632	0.000391291767109478	0.00971324268942352	0.00872229326064472	CD5/CD163/SCARA5/MSR1/DMBT1	5
MF	GO:0038024	cargo receptor activity	6/216	84/17632	0.000578865808957946	0.0126036277939438	0.011317799964629	CD5/CD163/SCARA5/FOLR2/MSR1/DMBT1	6
MF	GO:0001608	G-protein coupled nucleotide receptor activity	3/216	14/17632	0.000597328331466531	0.0126036277939438	0.011317799964629	P2RY13/P2RY12/P2RY8	3
MF	GO:0045028	G-protein coupled purinergic nucleotide receptor activity	3/216	14/17632	0.000597328331466531	0.0126036277939438	0.011317799964629	P2RY13/P2RY12/P2RY8	3
MF	GO:0030280	structural constituent of epidermis	3/216	16/17632	0.000902495681202996	0.0181358655936983	0.0162856363525353	LOR/KRT1/KRT2	3
MF	GO:0042379	chemokine receptor binding	5/216	66/17632	0.00128345100352159	0.0246189237948233	0.0221072900128121	CCR2/CCL21/CCL11/CCL19/CCL23	5
MF	GO:0005539	glycosaminoglycan binding	9/216	222/17632	0.00170368967868999	0.0312590019307468	0.0280699443628557	ABI3BP/JCHAIN/PTPRC/NLRP3/EPYC/SELP/PLA2G2D/CCL23/APLP1	9
MF	GO:0001614	purinergic nucleotide receptor activity	3/216	21/17632	0.00204886170602864	0.033818835267069	0.0303686223400969	P2RY13/P2RY12/P2RY8	3
MF	GO:0016502	nucleotide receptor activity	3/216	21/17632	0.00204886170602864	0.033818835267069	0.0303686223400969	P2RY13/P2RY12/P2RY8	3
MF	GO:0008528	G-protein coupled peptide receptor activity	7/216	145/17632	0.00208362492166776	0.033818835267069	0.0303686223400969	CCR2/CCR4/XCR1/CCR5/CXCR3/FPR1/NTSR2	7
MF	GO:0001653	peptide receptor activity	7/216	151/17632	0.00261832999469228	0.0409235280651904	0.0367484911535758	CCR2/CCR4/XCR1/CCR5/CXCR3/FPR1/NTSR2	7
MF	GO:0035591	signaling adaptor activity	5/216	80/17632	0.00300783107365308	0.0438769620173982	0.0394006144331837	GRAP2/TRAT1/FCRL2/CD28/SH2D1A	5
MF	GO:0008009	chemokine activity	4/216	49/17632	0.00301524146565058	0.0438769620173982	0.0394006144331837	CCL21/CCL11/CCL19/CCL23	4
MF	GO:0035586	purinergic receptor activity	3/216	25/17632	0.00341785738364452	0.0480778605299329	0.0431729353723518	P2RY13/P2RY12/P2RY8	3
